Review,Liked,reviews_cleaned_lemmatized,reviews_cleaned
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,staff super nice quick even crazy crowd downtown jury lawyer court staff,the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff
"Great atmosphere, friendly and fast service.",1,great atmosphere friendly fast service,great atmosphere friendly and fast service
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,receive pita huge lot meat thumb,when i received my pita it was huge it did have a lot of meat in it so thumbs up there
Once your food arrives it's meh.,0,food arrives meh,once your food arrives it is meh
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,pay 7.85 hot dog fry look like come kid 's meal wienerschnitzel idea good meal,paying 7.85 for a hot dog and fries that looks like it came out of a kid 's meal at the wienerschnitzel is not my idea of a good meal
The classic Maine Lobster Roll was fantastic.,1,classic maine lobster roll fantastic,the classic maine lobster roll was fantastic
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,brother law work mall ate day guess sick night,my brother in law who works at the mall ate here same day and guess what he was sick all night too
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,good go review place twice hereas tribute place tribute event hold last night,so good i am going to have to review this place twice once hereas a tribute to the place and once as a tribute to an event held here last night
"The chips and salsa were really good, the salsa was very fresh.",1,chip salsa really good salsa fresh,the chips and salsa were really good the salsa was very fresh
This place is great!!!!!!!!!!!!!!,1,place great,this place is great
Mediocre food.,0,mediocre food,mediocre food
Once you get inside you'll be impressed with the place.,1,get inside impressed place,once you get inside you will be impressed with the place
I'm super pissd.,0,super pissd,i am super pissd
And service was super friendly.,1,service super friendly,and service was super friendly
Why are these sad little vegetables so overcooked?,0,sad little vegetable overcook,why are these sad little vegetables so overcooked
This place was such a nice surprise!,1,place nice surprise,this place was such a nice surprise
They were golden-crispy and delicious.,1,golden-crispy delicious,they were golden-crispy and delicious
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,high hope place since burger cook charcoal grill unfortunately taste fell flat way flat,i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat
I could eat their bruschetta all day it is devine.,1,could eat bruschetta day devine,i could eat their bruschetta all day it is devine
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,single employee come see ok even need water refill finally serve u food,not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,lastly mozzarella stick best thing order,lastly the mozzarella sticks they were the best thing we ordered
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,first time ever come amazing experience still tell people awesome duck,the first time i ever came here i had an amazing experience i still tell people how awesome the duck was
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,server negligent need make u feel unwelcome ... would suggest place,the server was very negligent of our needs and made us feel very unwelcome ... i would not suggest this place
The service was terrible though.,0,service terrible though,the service was terrible though
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,place overprice consistent boba really overprice,this place is overpriced not consistent with their boba and it really is overpriced
It was packed!!,0,packed,it was packed
I love this place.,1,love place,i love this place
I can say that the desserts were yummy.,1,say dessert yummy,i can say that the desserts were yummy
The food was terrible.,0,food terrible,the food was terrible
The seasonal fruit was fresh white peach puree.,1,seasonal fruit fresh white peach puree,the seasonal fruit was fresh white peach puree
It kept getting worse and worse so now I'm officially done.,0,kept get bad worse officially do,it kept getting worse and worse so now i am officially done
This place should honestly be blown up.,0,place honestly blow,this place should honestly be blown up
But I definitely would not eat here again.,0,definitely would eat,but i definitely would not eat here again
Do not waste your money here!,0,waste money,do not waste your money here
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,love put food nice plastic container oppose cram little paper takeout box,i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes
The crêpe was delicate and thin and moist.,1,crêpe delicate thin moist,the crêpe was delicate and thin and moist
Awful service.,0,awful service,awful service
Won't ever go here again.,0,ever go,will not ever go here again
Food quality has been horrible.,0,food quality horrible,food quality has been horrible
For that price I can think of a few place I would have much rather gone.,0,price think place would much rather go,for that price i can think of a few place i would have much rather gone
The service here is fair at best.,0,service fair best,the service here is fair at best
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,love sushi find kabuki over-priced over-hip under-services,i do love sushi but i found kabuki to be over-priced over-hip and under-services
Do yourself a favor and stay away from this dish.,0,favor stay away dish,do yourself a favor and stay away from this dish
Very poor service.,0,poor service,very poor service
No one at the table thought the food was above average or worth the wait that we had for it.,0,one table think food average worth wait,no one at the table thought the food was above average or worth the wait that we had for it
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,best service food ever maria server good friendly make day,best service and food ever maria our server was so good and friendly she made our day
They were excellent.,1,excellent,they were excellent
I paid the bill but did not tip because I felt the server did a terrible job.,0,pay bill tip felt server terrible job,i paid the bill but did not tip because i felt the server did a terrible job
Just had lunch here and had a great experience.,1,lunch great experience,just had lunch here and had a great experience
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,never bland food surprise consider article read focus much spice flavor,i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor
Food is way overpriced and portions are fucking small.,0,food way overprice portion fuck small,food is way overpriced and portions are fucking small
I recently tried Caballero's and I have been back every week since!,1,recently try caballero 's back every week since,i recently tried caballero 's and i have been back every week since
"for 40 bucks a head, i really expect better food.",0,40 buck head really expect good food,for 40 bucks a head i really expect better food
The food came out at a good pace.,1,food come good pace,the food came out at a good pace
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,ate twice last visit especially enjoyed salmon salad,i ate there twice on my last visit and especially enjoyed the salmon salad
I won't be back.,0,back,i will not be back
We could not believe how dirty the oysters were!,0,could believe dirty oyster,we could not believe how dirty the oysters were
This place deserves no stars.,0,place deserve star,this place deserves no stars
I would not recommend this place.,0,would recommend place,i would not recommend this place
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,fact go round 4 star awesome,in fact i am going to round up to 4 stars just because she was so awesome
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,disbelief dish qualify bad version food ever taste,to my disbelief each dish qualified as the worst version of these foods i have ever tasted
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day low tolerance rude customer service people job nice polite wash dish otherwise,bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise
the potatoes were great and so was the biscuit.,1,potato great biscuit,the potatoes were great and so was the biscuit
I probably would not go here again.,0,probably would go,i probably would not go here again
So flavorful and has just the perfect amount of heat.,1,flavorful perfect amount heat,so flavorful and has just the perfect amount of heat
The price is reasonable and the service is great.,1,price reasonable service great,the price is reasonable and the service is great
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,wife hat meal coconut shrimp friend really enjoy meal either,the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either
My fella got the huevos rancheros and they didn't look too appealing.,0,fella get huevos rancheros look appeal,my fella got the huevos rancheros and they did not look too appealing
"Went in for happy hour, great list of wines.",1,go happy hour great list wine,went in for happy hour great list of wines
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,may say buffet pricey think get pay place get quite lot,some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot
I probably won't be coming back here.,0,probably come back,i probably will not be coming back here
Worst food/service I've had in a while.,0,bad food/service,worst food/service i have had in a while
"This place is pretty good, nice little vibe in the restaurant.",1,place pretty good nice little vibe restaurant,this place is pretty good nice little vibe in the restaurant
Talk about great customer service of course we will be back.,1,talk great customer service course back,talk about great customer service of course we will be back
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dish hot cold dish close room temp.i watch staff prepare food bare hand gloves.everything deep fry oil,hot dishes are not hot cold dishes are close to room temp.i watched staff prepare food with bare hands no gloves.everything is deep fried in oil
I love their fries and their beans.,1,love fry bean,i love their fries and their beans
Always a pleasure dealing with him.,1,always pleasure deal,always a pleasure dealing with him
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,plethora salads sandwich everything try get seal approval,they have a plethora of salads and sandwiches and everything i have tried gets my seal of approval
This place is awesome if you want something light and healthy during the summer.,1,place awesome want something light healthy summer,this place is awesome if you want something light and healthy during the summer
"For sushi on the Strip, this is the place to go.",1,sushi strip place go,for sushi on the strip this is the place to go
"The service was great, even the manager came and helped with our table.",1,service great even manager come help table,the service was great even the manager came and helped with our table
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,feel din room college cook course high class din service slow best,the feel of the dining room was more college cooking course than high class dining and the service was slow at best
"I started this review with two stars, but I'm editing it to give it only one.",0,start review two star edit give one,i started this review with two stars but i am editing it to give it only one
this is the worst sushi i have ever eat besides Costco's.,0,bad sushi ever eat besides costco 's,this is the worst sushi i have ever eat besides costco 's
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,excellent restaurant highlight great service unique menu beautiful set,all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting
My boyfriend and i sat at the bar and had a completely delightful experience.,1,boyfriend sit bar completely delightful experience,my boyfriend and i sat at the bar and had a completely delightful experience
Weird vibe from owners.,0,weird vibe owner,weird vibe from owners
There was hardly any meat.,0,hardly meat,there was hardly any meat
I've had better bagels from the grocery store.,0,good bagel grocery store,i have had better bagels from the grocery store
Go To Place for Gyros.,1,go place gyro,go to place for gyros
"I love the owner/chef, his one authentic Japanese cool dude!",1,love owner/chef one authentic japanese cool dude,i love the owner/chef his one authentic japanese cool dude
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,burger good pizza use amazing doughy flavorless,now the burgers are not as good the pizza which used to be amazing is doughy and flavorless
I found a six inch long piece of wire in my salsa.,0,find six inch long piece wire salsa,i found a six inch long piece of wire in my salsa
"The service was terrible, food was mediocre.",0,service terrible food mediocre,the service was terrible food was mediocre
We definately enjoyed ourselves.,1,definately enjoy,we definately enjoyed ourselves
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,order albondigas soup warm taste like tomato soup frozen meatball,i ordered albondigas soup which was just warm and tasted like tomato soup with frozen meatballs
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,three different occasion ask well do medium well three time get bloody piece meat plate,on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate
I had about two bites and refused to eat anymore.,0,two bite refuse eat anymore,i had about two bites and refused to eat anymore
The service was extremely slow.,0,service extremely slow,the service was extremely slow
"After 20 minutes wait, I got a table.",0,20 minute wait get table,after 20 minutes wait i got a table
Seriously killer hot chai latte.,1,seriously killer hot chai latte,seriously killer hot chai latte
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,allergy warning menu waitress absolutely clue meal contain peanut,no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,boyfriend try mediterranean chicken salad fell love,my boyfriend tried the mediterranean chicken salad and fell in love
Their rotating beers on tap is also a highlight of this place.,1,rotate beer tap also highlight place,their rotating beers on tap is also a highlight of this place
Pricing is a bit of a concern at Mellow Mushroom.,0,pricing bit concern mellow mushroom,pricing is a bit of a concern at mellow mushroom
Worst Thai ever.,0,bad thai ever,worst thai ever
If you stay in Vegas you must get breakfast here at least once.,1,stay vega must get breakfast least,if you stay in vegas you must get breakfast here at least once
I want to first say our server was great and we had perfect service.,1,want first say server great perfect service,i want to first say our server was great and we had perfect service
The pizza selections are good.,1,pizza selection good,the pizza selections are good
"I had strawberry tea, which was good.",1,strawberry tea good,i had strawberry tea which was good
Highly unprofessional and rude to a loyal patron!,0,highly unprofessional rude loyal patron,highly unprofessional and rude to a loyal patron
"Overall, a great experience.",1,overall great experience,overall a great experience
