Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201802,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6523
201802,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6287
201802,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,5605
201802,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,5396
201802,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,8329
201802,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8673
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,8154
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,14301
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,242484
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,247438
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,41
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,323462
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,312398
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,278
201802,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,65875
201802,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,66231
201802,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,470
201802,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13540
201802,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,15590
201802,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,108
201802,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,577
201802,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,5178
201802,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,2237
201802,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,6619
201802,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9311
201802,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,16676
201802,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,16676
201802,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,131
201802,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,22293
201802,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,5729
201802,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,2596
201802,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,15032
201802,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,5226
201802,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,5213
201802,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,197663
201802,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,203560
201802,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,9643
201802,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,7532
201802,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7734
201802,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,7847
201802,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,3724
201802,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,3244
201802,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,2579
201802,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,2449
201802,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,G,14
201803,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Deplaned,Other,International,A,1090
201803,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Enplaned,Other,International,A,1212
201803,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Deplaned,Other,International,G,7165
201803,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Enplaned,Other,International,G,6992
201803,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12334
201803,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,12125
201803,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,36266
201803,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,38934
201803,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9154
201803,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,9577
201803,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,10149
201803,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,10505
201803,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,6753
201803,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,6703
201803,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9612
201803,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8596
201803,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,1100
201803,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,1132
201803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,4534
201803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,4634
201803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,34481
201803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,35565
201803,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5253
201803,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,4904
201803,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6801
201803,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6971
201803,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,21967
201803,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,28642
201803,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,133052
201803,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,129906
201803,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8432
201803,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7757
201803,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,17122
201803,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,17775
201803,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,9315
201803,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,10099
201803,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,23723
201803,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,21986
201803,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11948
201803,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11242
201803,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,9678
201803,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,10703
201803,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,7919
201803,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,8627
201803,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,20139
201803,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,20427
201803,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,11121
201803,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,10793
201803,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,2878
201803,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,2802
201803,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,135065
201803,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,136301
201803,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,23899
201803,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,21565
201803,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,14758
201803,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,12620
201803,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,19305
201803,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,19021
201803,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15739
201803,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,16410
201803,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Deplaned,Other,International,A,1054
201803,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Enplaned,Other,International,A,1153
201803,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,3092
201803,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,2859
201803,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,4883
201803,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,5548
201803,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6267
201803,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6656
201803,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,3827
201803,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,3820
201803,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,69417
201803,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,71018
201803,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,708
201803,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,563
201803,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,10520
201803,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10071
201803,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,12040
201803,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,13005
201803,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22293
201803,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,20814
201803,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11036
201803,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10721
201803,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,8419
201803,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,7721
201803,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6474
201803,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,5902
201803,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13723
201803,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12995
201803,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,977
201803,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,1039
201803,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,23431
201803,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,23104
201803,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,3670
201803,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,3574
201803,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,142492
201803,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,141611
201803,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1328
201803,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4867
201803,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5952
201803,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,153203
201803,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,155281
201803,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,93
201803,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3508
201803,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,4024
201803,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,607
201803,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Enplaned,Low Fare,International,A,164
201803,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,9137
201803,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,8441
201803,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,6471
201803,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,6491
201803,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9839
201803,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,9765
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,10059
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,18976
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,293872
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,303894
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,43
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,414466
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,410420
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,790
201803,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,72157
201803,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,76297
201803,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,2543
201803,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,15035
201803,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,11779
201803,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,1232
201803,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,3765
201803,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,1778
201803,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8393
201803,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9201
201803,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,25032
201803,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,26185
201803,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,348
201803,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,28654
201803,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,7039
201803,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,4475
201803,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,18479
201803,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,6309
201803,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,6009
201803,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,251892
201803,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,258124
201803,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,9307
201803,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,8947
201803,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10877
201803,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11136
201803,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,4347
201803,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,4228
201803,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,4292
201803,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,2699
201803,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,G,10
201804,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Deplaned,Other,International,A,2180
201804,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Enplaned,Other,International,A,1903
201804,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Deplaned,Other,International,G,6997
201804,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Enplaned,Other,International,G,6809
201804,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12745
201804,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,12271
201804,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,36013
201804,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,38175
201804,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9313
201804,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,8442
201804,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13543
201804,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12751
201804,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,8628
201804,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,6915
201804,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9487
201804,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7956
201804,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,1808
201804,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,1586
201804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,5727
201804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,5663
201804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,78119
201804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,80999
201804,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7422
201804,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,4732
201804,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,1596
201804,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6554
201804,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5293
201804,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,25446
201804,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,28765
201804,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,130322
201804,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,126593
201804,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8878
201804,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6686
201804,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19279
201804,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19751
201804,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,9771
201804,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,8621
201804,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,24545
201804,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,19106
201804,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9841
201804,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8680
201804,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,9189
201804,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,10238
201804,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,8408
201804,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,6959
201804,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,22774
201804,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,22599
201804,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,4762
201804,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,4559
201804,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,624
201804,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,601
201804,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,169779
201804,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,167183
201804,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,24418
201804,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,19476
201804,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,14331
201804,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,9960
201804,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,10707
201804,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,10661
201804,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15862
201804,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,15460
201804,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Deplaned,Other,International,A,4586
201804,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Enplaned,Other,International,A,4989
201804,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,11
201804,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,3475
201804,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,3684
201804,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,4695
201804,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,5376
201804,Iberia,IB,Iberia,IB,International,Europe,Deplaned,Other,International,A,785
201804,Iberia,IB,Iberia,IB,International,Europe,Enplaned,Other,International,A,567
201804,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6516
201804,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5306
201804,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,3541
201804,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,4056
201804,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,70587
201804,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,70040
201804,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,14991
201804,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,14179
201804,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,14379
201804,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,11381
201804,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21704
201804,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,20955
